;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition;TP_ICMP_entropy;TP_ICMP_complexity;TP_ICMP_fisher_shanon;TP_ICMP_edge_entropy;TP_ICMP_edge_complexity;TP_ICMP_edge_fisher_shannon;TP_ICMP_number_nodes;TP_ICMP_self_transition;TP_TCP_entropy;TP_TCP_complexity;TP_TCP_fisher_shanon;TP_TCP_edge_entropy;TP_TCP_edge_complexity;TP_TCP_edge_fisher_shannon;TP_TCP_number_nodes;TP_TCP_self_transition
1716;[1616, 1717];0.9608796358311062;0.039894660994225596;0.0313499745572118;0.8314454838586239;0.16576716623440765;0.20354483668748385;17.0;0.11224489795918367;0.9785182389329085;0.021280679077488394;0.015185674769362816;0.8226867783253707;0.17108057144099226;0.19946612311810305;18.0;0.11224489795918367;0.9897052871499655;0.009979478277882961;0.008952064595774458;0.9583183511448947;0.03705930285435575;0.02426453731552766;18.0;0.15306122448979592;0.8476628236692076;0.1274693879014681;0.08174014098480673;0.9337851376692216;0.0636876751085113;0.09673984532215642;16.0;0.23469387755102042;0.9358937038761226;0.056377534481329365;0.030519501139739513;0.6131471927654584;0.2914516437928356;0.5;17.0;0.1836734693877551
1717;[1617, 1718];0.9638373588331753;0.03738949046746373;0.028091915103595547;0.8314454838586239;0.16576716623440765;0.20354483668748385;17.0;0.11224489795918367;0.9808648879135898;0.01922427729837618;0.012675107541456152;0.8226867783253707;0.17108057144099226;0.19946612311810305;18.0;0.11224489795918367;0.9903504498927955;0.009373348144976899;0.008940715546928442;0.9400664543100068;0.05624129096313678;0.041011361842472824;18.0;0.15306122448979592;0.8517836628144276;0.12551669745482036;0.08506811529390261;0.9337851376692216;0.0636876751085113;0.09673984532215642;16.0;0.22448979591836735;0.9398867374469523;0.05355642093423909;0.027984903614440504;0.6131471927654584;0.2914516437928356;0.5;17.0;0.1836734693877551
1718;[1618, 1719];0.9647793682433546;0.03656639631049493;0.024772955774304037;0.8314454838586239;0.16576716623440765;0.20354483668748385;17.0;0.11224489795918367;0.9815492682724857;0.018574013938848298;0.010240495257285015;0.8226867783253707;0.17108057144099226;0.19946612311810305;18.0;0.11224489795918367;0.9887846652106187;0.010992544380901846;0.012566395499691577;0.9400664543100068;0.056241290963136306;0.047325143994575554;18.0;0.15306122448979592;0.8517836628144276;0.12551669745482036;0.08506811529390261;0.9337851376692216;0.0636876751085113;0.09673984532215642;16.0;0.2142857142857143;0.9372054546776978;0.0560362095222985;0.03116566875740706;0.6131471927654584;0.2914516437928356;0.5;17.0;0.1836734693877551
1719;[1619, 1720];0.9638373588331753;0.03738949046746373;0.028091915103595547;0.8314454838586239;0.16576716623440765;0.20354483668748385;17.0;0.11224489795918367;0.9808648879135898;0.01922427729837618;0.012675107541456152;0.8226867783253707;0.17108057144099226;0.19946612311810305;18.0;0.11224489795918367;0.9884528571678555;0.011307826594788156;0.011881344318613625;0.9400664543100068;0.056241290963136306;0.047325143994575554;18.0;0.15306122448979592;0.8552130056016441;0.12392355766850215;0.08433037113098366;0.9337851376692216;0.0636876751085113;0.09673984532215642;16.0;0.20408163265306123;0.9398867374469523;0.05355642093423909;0.027984903614440504;0.6131471927654584;0.2914516437928356;0.5;17.0;0.1836734693877551
1720;[1620, 1721];0.9624635128122291;0.03864620374178511;0.031127273188002166;0.944007477192058;0.05302369343549294;0.04477152501692065;17.0;0.11224489795918367;0.9798671528546269;0.020157211812609988;0.015175147072850372;0.9400664543100068;0.05624129096313655;0.05210679378056064;18.0;0.11224489795918367;0.9899163688217879;0.009843897952839218;0.010189726040443242;0.9400664543100068;0.056241290963136306;0.047325143994575554;18.0;0.15306122448979592;0.8652466840652359;0.11663677585480178;0.07503456984957953;0.9337851376692216;0.0636876751085113;0.09673984532215642;16.0;0.19387755102040818;0.946258238673671;0.048295289219726825;0.023645530382412475;0.7993337995178988;0.18613927924796062;0.2685242696666947;17.0;0.17346938775510204
1721;[1621, 1722];0.9638373588331753;0.03738949046746373;0.028091915103595547;0.9151375424972876;0.0781069856660928;0.09849048789145738;17.0;0.11224489795918367;0.9808648879135898;0.01922427729837618;0.012675107541456152;0.8822716235122601;0.10166430639499358;0.14648549718498635;18.0;0.11224489795918367;0.9884528571678555;0.011307826594788156;0.011881344318613625;0.9400664543100068;0.056241290963136306;0.047325143994575554;18.0;0.15306122448979592;0.868126750866075;0.11523376627861066;0.07465938200628268;0.9337851376692216;0.0636876751085113;0.09673984532215642;16.0;0.1836734693877551;0.9495724053184869;0.04589678279131389;0.021679176938501597;0.8924271028941191;0.0996247175042423;0.09999999999999998;17.0;0.163265306122449
1722;[1622, 1723];0.9710877837578771;0.029754290780334317;0.023261429486501162;0.9151375424972876;0.0781069856660928;0.09849048789145738;17.0;0.11224489795918367;0.9857277974601283;0.014306162873841729;0.009979928251721584;0.9282136470754652;0.06591012330472369;0.0841885971823157;18.0;0.11224489795918367;0.9887846652106187;0.010992544380901846;0.013263468293026437;0.9400664543100068;0.056241290963136306;0.047325143994575554;18.0;0.15306122448979592;0.877051558178898;0.10870109286632766;0.06661778252626274;0.8576611402529865;0.1510811565075869;0.3048535137450802;16.0;0.1836734693877551;0.9561505122625781;0.04010004582770854;0.01988096724255082;0.7993337995178988;0.18613927924796062;0.2685242696666947;17.0;0.15306122448979592
1723;[1623, 1724];0.976478025078661;0.023936829177501576;0.017769304295560794;0.9024945481137767;0.08743076962144618;0.1239342450141697;17.0;0.12244897959183673;0.9886089320734794;0.011262265306838165;0.006995795285106088;0.9282136470754652;0.06591012330472369;0.0841885971823157;18.0;0.12244897959183673;0.9887846652106187;0.010992544380901846;0.013263468293026437;0.8457678298424841;0.15263918322465844;0.13040054012994168;18.0;0.15306122448979592;0.8850007771004476;0.10143952787331237;0.06067377566114264;0.956650471575569;0.042706726936619574;0.06936950547457175;17.0;0.1836734693877551;0.9587814875762468;0.03814735121487541;0.02091395037870914;0.7993337995178988;0.18613927924796062;0.2685242696666947;17.0;0.14285714285714288
1724;[1624, 1725];0.976478025078661;0.023936829177501576;0.017769304295560794;0.9024945481137767;0.08743076962144618;0.1239342450141697;17.0;0.1326530612244898;0.9886089320734794;0.011262265306838165;0.006995795285106088;0.9282136470754652;0.06591012330472369;0.0841885971823157;18.0;0.1326530612244898;0.9887846652106187;0.010992544380901846;0.013263468293026437;0.8156631257730546;0.17358160031193096;0.1660989504594622;18.0;0.15306122448979592;0.8850007771004476;0.10143952787331237;0.06067377566114264;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.1836734693877551;0.9587814875762468;0.03814735121487541;0.02091395037870914;0.7993337995178988;0.18613927924796062;0.2685242696666947;17.0;0.1326530612244898
1725;[1625, 1726];0.976478025078661;0.023936829177501576;0.017769304295560794;0.9024945481137767;0.08743076962144618;0.1239342450141697;17.0;0.1326530612244898;0.9886089320734794;0.011262265306838165;0.006995795285106088;0.9282136470754652;0.06591012330472369;0.0841885971823157;18.0;0.1326530612244898;0.9887846652106187;0.010992544380901846;0.013263468293026437;0.8156631257730546;0.17358160031193096;0.20141908355767463;18.0;0.15306122448979592;0.8850007771004476;0.10143952787331237;0.06067377566114264;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.17346938775510204;0.9587814875762468;0.03814735121487541;0.02091395037870914;0.7993337995178988;0.18613927924796062;0.2685242696666947;17.0;0.1326530612244898
1726;[1626, 1727];0.976478025078661;0.023936829177501576;0.017769304295560794;0.9024945481137767;0.08743076962144618;0.1239342450141697;17.0;0.12244897959183673;0.9886089320734794;0.011262265306838165;0.006995795285106088;0.9282136470754652;0.06591012330472369;0.0841885971823157;18.0;0.12244897959183673;0.9887846652106187;0.010992544380901846;0.013263468293026437;0.8457678298424841;0.15263918322465844;0.13040054012994168;18.0;0.15306122448979592;0.8875718441518573;0.10007143574088562;0.060389046730732795;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.17346938775510204;0.9587814875762468;0.03814735121487541;0.02091395037870914;0.7993337995178988;0.18613927924796062;0.2685242696666947;17.0;0.1326530612244898
1727;[1627, 1728];0.977284907178045;0.023270678399076653;0.019133373142536263;0.9024945481137767;0.08743076962144618;0.1239342450141697;17.0;0.12244897959183673;0.9897696780873804;0.01023296267588825;0.007722563049689335;0.9282136470754652;0.06591012330472369;0.0841885971823157;18.0;0.12244897959183673;0.9906822579355589;0.009056798180328396;0.010002618512694144;0.8457678298424841;0.15263918322465844;0.13040054012994168;18.0;0.15306122448979592;0.8880967346322998;0.09973080547950454;0.06381245183848261;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.17346938775510204;0.9634289758726532;0.03420523213200159;0.01923220412719205;0.7993337995178988;0.18613927924796062;0.2685242696666947;17.0;0.1326530612244898
1728;[1628, 1729];0.9782269165882244;0.022421490199194326;0.016247845496714985;0.8440884782421348;0.15855819953232728;0.1772598579149277;17.0;0.12244897959183673;0.9904540584462762;0.009570340562644145;0.005670251409842156;0.9400664543100068;0.05624129096313655;0.05210679378056064;18.0;0.12244897959183673;0.9918430039494593;0.0080226999733315;0.010273762921883629;0.8156631257730546;0.17358160031193096;0.1660989504594622;18.0;0.15306122448979592;0.8785204278111736;0.10728544428108716;0.06469245174242703;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.17346938775510204;0.9609211817802972;0.03656036558507723;0.022222493846078255;0.7993337995178988;0.18613927924796062;0.2685242696666947;17.0;0.1326530612244898
1729;[1629, 1730];0.9789112969471202;0.021775283493606797;0.014594805017032909;0.8440884782421348;0.15855819953232728;0.1772598579149277;17.0;0.12244897959183673;0.9907858664890395;0.009253822828928485;0.004504212486769578;0.9400664543100068;0.05624129096313655;0.05210679378056064;18.0;0.12244897959183673;0.9918430039494593;0.0080226999733315;0.008951782137881571;0.8156631257730546;0.17358160031193096;0.1660989504594622;18.0;0.15306122448979592;0.8695956204983506;0.11384727342483526;0.0728314475285956;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.1836734693877551;0.9612180284476464;0.036309810139590906;0.01986959798395623;0.7993337995178988;0.18613927924796062;0.2685242696666947;17.0;0.1326530612244898
1730;[1630, 1731];0.980072042961021;0.020768792225350177;0.014194444703173903;0.8440884782421348;0.15855819953232728;0.1772598579149277;17.0;0.12244897959183673;0.9916780594753967;0.008448972387602456;0.004346220391446445;0.9400664543100068;0.05624129096313655;0.05210679378056064;18.0;0.12244897959183673;0.9918430039494593;0.0080226999733315;0.008951782137881571;0.8616051493362595;0.14525605675646372;0.12782459999672974;18.0;0.163265306122449;0.8695956204983506;0.11384727342483526;0.0728314475285956;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.1836734693877551;0.9661344706550056;0.03197972948785709;0.016131706388484143;0.7993337995178988;0.18613927924796062;0.2685242696666947;17.0;0.1326530612244898
1731;[1631, 1732];0.980072042961021;0.020768792225350177;0.014194444703173903;0.8440884782421348;0.15855819953232728;0.1772598579149277;17.0;0.12244897959183673;0.9916780594753967;0.008448972387602456;0.004346220391446445;0.9400664543100068;0.05624129096313655;0.05210679378056064;18.0;0.12244897959183673;0.9918430039494593;0.0080226999733315;0.008951782137881571;0.8616051493362595;0.14525605675646372;0.12782459999672974;18.0;0.163265306122449;0.8695956204983506;0.11384727342483526;0.0728314475285956;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.1836734693877551;0.9638993112169006;0.03370354019660156;0.01716493264112083;0.8924271028941191;0.0996247175042423;0.09999999999999998;17.0;0.1326530612244898
1732;[1632, 1733];0.980072042961021;0.020768792225350177;0.014194444703173903;0.8440884782421348;0.15855819953232728;0.1772598579149277;17.0;0.12244897959183673;0.9916780594753967;0.008448972387602456;0.004346220391446445;0.9400664543100068;0.05624129096313655;0.05210679378056064;18.0;0.12244897959183673;0.9918430039494593;0.0080226999733315;0.008951782137881571;0.8616051493362595;0.14525605675646372;0.12782459999672974;18.0;0.15306122448979592;0.8695956204983506;0.11384727342483526;0.0728314475285956;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.1836734693877551;0.9623510778621022;0.03542067987118786;0.017379402830526313;0.8924271028941191;0.0996247175042423;0.09999999999999998;17.0;0.1326530612244898
1733;[1633, 1734];0.980717205703851;0.020175787604679064;0.011383730491930416;0.8314454838586239;0.16576716623440663;0.17583684981293837;17.0;0.12244897959183673;0.9913462514326336;0.008766050114598856;0.0029219406978887286;0.9488801212514659;0.05009849909615667;0.046460602811143795;18.0;0.12244897959183673;0.9941987085897492;0.005739427711997796;0.006687503338035034;0.873457956570801;0.13748854455069606;0.11801453731552765;18.0;0.14285714285714285;0.8664592162446124;0.11541239259411133;0.07350932070770529;0.9245387872348442;0.07224132745313522;0.0781463386470648;17.0;0.19387755102040818;0.9623510778621022;0.03542067987118786;0.017379402830526313;0.8314454838586237;0.1657671662344076;0.262763928900641;17.0;0.1326530612244898
1734;[1634, 1735];0.980072042961021;0.020768792225349934;0.012395930243005579;0.8314454838586239;0.16576716623440663;0.17583684981293837;17.0;0.12244897959183673;0.9903485163736707;0.009719905518049942;0.0039668330070444;0.9607329284860076;0.03998276446058072;0.02439101371077721;18.0;0.12244897959183673;0.9944955552570987;0.005470226474410909;0.005969693035205353;0.8616051493362595;0.14525605675646372;0.12782459999672974;18.0;0.14285714285714285;0.8597103139277952;0.12116163185560797;0.08229561410786235;0.9245387872348442;0.07224132745313522;0.0781463386470648;17.0;0.19387755102040818;0.9577035895656957;0.03935212699027344;0.018829289284979227;0.956650471575569;0.04270672693661934;0.04078114315939366;17.0;0.1326530612244898
1735;[1635, 1736];0.9809642359473784;0.019983300761845634;0.011383166741848076;0.8314454838586239;0.16576716623440663;0.17583684981293837;17.0;0.12244897959183673;0.99064536304102;0.00945295289734928;0.0036325700769151625;0.9607329284860076;0.03998276446058072;0.02439101371077721;18.0;0.12244897959183673;0.9930320436031661;0.006947507810913414;0.007690184951272667;0.6756251968904156;0.25328103311008354;0.3593431382531769;17.0;0.14285714285714285;0.8695956204983506;0.11384727342483526;0.0728314475285956;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.19387755102040818;0.9577035895656957;0.03935212699027367;0.016573335172081767;0.956650471575569;0.04270672693661934;0.04078114315939366;17.0;0.1326530612244898
1736;[1636, 1737];0.9803540345799623;0.020528026985731345;0.010199979452726125;0.8314454838586239;0.16576716623440663;0.17583684981293837;17.0;0.12244897959183673;0.989350781314708;0.010671821205284475;0.0034411177376582835;0.9607329284860076;0.03998276446058072;0.02439101371077721;18.0;0.12244897959183673;0.9905242495108099;0.009449429344095315;0.010796368293745882;0.7593172555290794;0.1980767680018762;0.20814652542443546;17.0;0.14285714285714285;0.8616464015768011;0.12083572317506147;0.07869683003967105;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.19387755102040818;0.9601401304370951;0.03751992946150866;0.017611751046673195;0.988762155916294;0.01102091595469542;0.003367350481121461;17.0;0.12244897959183673
1737;[1637, 1738];0.9809642359473784;0.019983300761845634;0.011383166741848076;0.8314454838586239;0.16576716623440663;0.17583684981293837;17.0;0.12244897959183673;0.99064536304102;0.00945295289734928;0.0036325700769151625;0.9607329284860076;0.03998276446058072;0.02439101371077721;18.0;0.12244897959183673;0.9893002484816894;0.01056823063266455;0.010672525469900974;0.885601407320416;0.09657933898699345;0.09698374296611145;17.0;0.15306122448979592;0.868126750866075;0.11523376627861066;0.07465938200628268;0.9245387872348442;0.07224132745313522;0.1293014711789955;17.0;0.19387755102040818;0.9645862373002069;0.03370387078493977;0.016346176577889625;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.12244897959183673
1738;[1638, 1739];0.9812960439901415;0.019673398534277176;0.009080681664452169;0.8314454838586239;0.16576716623440663;0.17583684981293837;17.0;0.12244897959183673;0.989350781314708;0.010671821205284475;0.0034411177376582835;0.8822716235122601;0.1326740121853418;0.13355743120599306;18.0;0.12244897959183673;0.9883958320664341;0.011564063253699295;0.012125628915328271;0.8661327173632023;0.11348422351612474;0.10576057613860451;17.0;0.15306122448979592;0.8713793252391727;0.11355610217268267;0.07827320320841219;0.9245387872348442;0.07224132745313522;0.1293014711789955;17.0;0.1836734693877551;0.9645862373002069;0.033703870784939534;0.014404602901308744;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.12244897959183673
1739;[1639, 1740];0.9806508812473115;0.0202670993568242;0.009257467111698326;0.944007477192058;0.05302369343549271;0.05147186257614296;17.0;0.12244897959183673;0.9876800886264125;0.01226718844228717;0.004410115705515087;0.8822716235122601;0.1326740121853418;0.13355743120599306;18.0;0.12244897959183673;0.9866189657124348;0.013310961191549231;0.014104827653031001;0.8661327173632023;0.11348422351612474;0.10576057613860451;17.0;0.15306122448979592;0.8737052071355972;0.11239905818395048;0.07846847382589946;0.9245387872348442;0.07224132745313522;0.1293014711789955;17.0;0.1836734693877551;0.9642893906328577;0.03395618489947646;0.012639218012805176;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.12244897959183673
1740;[1640, 1741];0.9815928906574908;0.019411949792378026;0.008746418734322931;0.9566504715755689;0.04270672693661933;0.02291786366398547;17.0;0.11224489795918366;0.9890539346473588;0.01093805174527359;0.003642357420563857;0.8616051493362595;0.14525605675646372;0.15100604012805394;18.0;0.11224489795918366;0.9872641284552649;0.012708939120897997;0.014850022406547515;0.8661327173632023;0.11348422351612474;0.10576057613860451;17.0;0.15306122448979592;0.8742067297434816;0.11209720129839616;0.08207129929834621;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.1836734693877551;0.9663157067137148;0.03237635246141689;0.013775440807713809;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.11224489795918367
1741;[1641, 1742];0.9815928906574908;0.019411949792378026;0.008746418734322931;0.9566504715755689;0.04270672693661933;0.02291786366398547;17.0;0.11224489795918366;0.9890539346473588;0.01093805174527359;0.003642357420563857;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.11224489795918366;0.9878429667415555;0.012198661987630751;0.01424753840213247;0.8661327173632023;0.11348422351612474;0.10576057613860451;17.0;0.14285714285714285;0.8646304229223554;0.11936284186486358;0.08243884461545584;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.1836734693877551;0.967546304823248;0.0314322158796075;0.013699015372788078;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.11224489795918367
1742;[1642, 1743];0.9815928906574908;0.019411949792378026;0.008746418734322931;0.9566504715755689;0.04270672693661933;0.02291786366398547;17.0;0.11224489795918366;0.9890539346473588;0.01093805174527359;0.003642357420563857;0.8616051493362595;0.14525605675646372;0.15100604012805394;18.0;0.11224489795918366;0.9878429667415555;0.012198661987630751;0.01424753840213247;0.9566504715755689;0.04270672693661933;0.03266882166011696;17.0;0.14285714285714285;0.8616464015768011;0.12083572317506147;0.07869683003967105;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.19387755102040818;0.9678282964421892;0.03119778840570697;0.015212636379444163;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.11224489795918367
1743;[1643, 1744];0.9853345907495894;0.015253424580197603;0.0070976247122594115;0.9566504715755689;0.04270672693661933;0.02291786366398547;17.0;0.11224489795918366;0.9903613713956672;0.009518604807845003;0.0038924131022225854;0.8616051493362595;0.14525605675646372;0.15100604012805394;18.0;0.11224489795918366;0.9866189657124348;0.013310961191549231;0.014104827653031001;0.8856014073204163;0.13030509801016818;0.11719876782219181;17.0;0.15306122448979592;0.8641289003144709;0.11965575872237368;0.07874858278578525;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.1836734693877551;0.9663157067137148;0.03237635246141689;0.013775440807713809;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.11224489795918367
1744;[1644, 1745];0.9859797534924194;0.014653480233171211;0.00671959958210768;0.9607329284860076;0.03998276446058072;0.02439101371077721;18.0;0.10204081632653061;0.9914218627165465;0.008472743502376947;0.0032726782295627666;0.8616051493362595;0.14525605675646372;0.15100604012805394;18.0;0.10204081632653061;0.9872641284552649;0.012708939120897997;0.015666435490149976;0.8314454838586239;0.16576716623440765;0.1639604774880514;17.0;0.14285714285714285;0.8669563048187798;0.11823506291810558;0.08263411523294312;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.17346938775510204;0.9663157067137148;0.03237635246141689;0.013775440807713809;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.11224489795918367
1745;[1645, 1746];0.9859797534924194;0.014653480233171211;0.00671959958210768;0.9607329284860076;0.03998276446058072;0.02439101371077721;18.0;0.10204081632653061;0.9914218627165465;0.008472743502376947;0.0032726782295627666;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.10204081632653061;0.9872641284552649;0.012708939120897997;0.015666435490149976;0.885601407320416;0.09657933898699345;0.09698374296611145;17.0;0.14285714285714285;0.8669563048187798;0.11823506291810558;0.08263411523294312;0.988762155916294;0.011020915954694937;0.013469401924485844;17.0;0.163265306122449;0.9663157067137148;0.03237635246141689;0.013775440807713809;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.12244897959183673
1746;[1646, 1747];0.9850377440822401;0.015517167724825172;0.005738606982724499;0.9607329284860076;0.03998276446058072;0.02439101371077721;18.0;0.10204081632653061;0.9894691784093097;0.01032140184267518;0.0034170567848049163;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.10204081632653061;0.9837727924744977;0.016293712643058143;0.020262305439185686;0.956650471575569;0.04270672693661934;0.041755267983032085;17.0;0.14285714285714285;0.8669563048187798;0.11823506291810558;0.08263411523294312;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.17346938775510204;0.9630555856581698;0.035477044527268055;0.015027324804817962;0.9346062324545016;0.05923630142030908;0.049464548473764684;17.0;0.12244897959183673
1747;[1647, 1748];0.9887969248620457;0.011510724595506313;0.004225042932317042;0.9607329284860074;0.03998276446058072;0.02439101371077721;18.0;0.10204081632653061;0.991976972501666;0.007824399466248657;0.0026920675890406516;0.9789848253208955;0.020031194717033057;0.019280735909356184;18.0;0.10204081632653061;0.9807144537356569;0.019213200284871564;0.024047899115936695;0.9371817816183551;0.06242652599135037;0.03811978464829939;17.0;0.14285714285714285;0.8646304229223554;0.11936284186486358;0.08243884461545584;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.1836734693877551;0.9605477915658136;0.037827881920183715;0.02004691426696381;0.9346062324545016;0.05923630142030908;0.049464548473764684;17.0;0.12244897959183673
1748;[1648, 1749];0.9890937715293949;0.01124473684405248;0.003969940326641243;0.9607329284860074;0.03998276446058072;0.02439101371077721;18.0;0.10204081632653061;0.9922589641206072;0.007576886479197884;0.002608976770747193;0.8226867783253707;0.17108057144099226;0.19946612311810305;18.0;0.10204081632653061;0.9832222478280129;0.016761436977211917;0.020743977915921526;0.9245387872348442;0.07224132745313522;0.06263480451232883;17.0;0.14285714285714285;0.8539535201081508;0.12752914479124036;0.08325006101240871;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.19387755102040818;0.9605477915658136;0.037827881920183715;0.02004691426696381;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.12244897959183673
1749;[1649, 1750];0.9890937715293949;0.01124473684405248;0.003761304680939495;0.9488801212514659;0.05009849909615667;0.036650540129941706;18.0;0.10204081632653061;0.9928691654880232;0.007017276667164857;0.0017039194324867052;0.8616051493362595;0.14525605675646372;0.15100604012805394;18.0;0.10204081632653061;0.9840696391418469;0.01603055441926427;0.019069859096818662;0.799333799517899;0.18613927924796106;0.2685242696666947;17.0;0.13265306122448978;0.8508171158544127;0.12900082396057336;0.07956186911535124;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.20408163265306123;0.9591003137712472;0.03890707077622917;0.020161230382208455;0.9887621559162938;0.011020915954694935;0.010102051443364384;17.0;0.1326530612244898
1750;[1650, 1751];0.9877991898030829;0.012459309670092693;0.003072176569212516;0.9488801212514659;0.05009849909615667;0.036650540129941706;18.0;0.11224489795918366;0.991092299134024;0.008780420023467838;0.0016832278874855649;0.8226867783253707;0.17108057144099226;0.19946612311810305;18.0;0.11224489795918366;0.9843516307607882;0.015787400994084086;0.017611802862884926;0.799333799517899;0.18613927924796106;0.2685242696666947;17.0;0.13265306122448978;0.8508171158544127;0.12900082396057336;0.07956186911535124;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.20408163265306123;0.9524782914982136;0.04509552854933356;0.021601874788929443;0.9890498244170132;0.010496626898348073;0.010823626546461839;16.0;0.1326530612244898
1751;[1651, 1752];0.9850377440822401;0.01551716772482469;0.0053322334794808;0.9488801212514659;0.05009849909615667;0.036650540129941706;18.0;0.1020408163265306;0.9906582180630162;0.009251588310423645;0.001798196582069222;0.8226867783253707;0.17108057144099226;0.19946612311810305;18.0;0.10204081632653061;0.9878429667415555;0.012198661987630994;0.013055376682662148;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.12244897959183673;0.8616464015768011;0.12083572317506147;0.07386833110671927;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.20408163265306123;0.9468060585584884;0.050866098739644885;0.023004909911465227;0.9101663100395065;0.0796432343757516;0.07731367658201105;16.0;0.1326530612244898
1752;[1652, 1753];0.9809642359473781;0.01998330076184563;0.00736260660619436;0.9488801212514659;0.05009849909615667;0.036650540129941706;18.0;0.1020408163265306;0.9889746703527247;0.011052513984605857;0.0020295318536851315;0.9282136470754652;0.06591012330472369;0.05409914905200258;18.0;0.10204081632653061;0.9881563214416221;0.011910128653180582;0.01364267237536798;0.956650471575569;0.04270672693661934;0.041755267983032085;17.0;0.12244897959183673;0.8598943060754195;0.12273096642959647;0.0712626624176212;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.20408163265306123;0.9468060585584884;0.050866098739644885;0.023004909911465227;0.9101663100395065;0.0796432343757516;0.07731367658201105;16.0;0.1326530612244898
1753;[1653, 1754];0.9803540345799621;0.020528026985731578;0.007917011650670937;0.9607329284860074;0.03998276446058072;0.02439101371077721;18.0;0.1020408163265306;0.988395832066434;0.011564063253699294;0.0023831071492371476;0.8892952760645765;0.09815439477018684;0.07957670234910257;18.0;0.10204081632653061;0.9856485273492661;0.014386967485053708;0.016854884843744308;0.885601407320416;0.09657933898699345;0.09698374296611145;17.0;0.12244897959183673;0.8534519975002662;0.1278119253339651;0.07947356901757434;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.20408163265306123;0.9481938266827592;0.04989030802250525;0.0230354871758291;0.9101663100395065;0.0796432343757516;0.07731367658201105;16.0;0.12244897959183673
1754;[1654, 1755];0.9806508812473113;0.020267099356824195;0.008543609768054688;0.9607329284860074;0.03998276446058072;0.02439101371077721;18.0;0.1020408163265306;0.9890409948092641;0.010959786091995372;0.0028866450351976566;0.8892952760645765;0.09815439477018684;0.07957670234910257;18.0;0.10204081632653061;0.9859453740166153;0.01412271467540153;0.01905787354282481;0.9151375424972876;0.0781069856660928;0.10788599046736003;17.0;0.12244897959183673;0.8539535201081508;0.12752914479124036;0.08325006101240871;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.20408163265306123;0.9496413044773259;0.048841481485774677;0.02512368987045407;0.9101663100395065;0.0796432343757516;0.07731367658201105;16.0;0.12244897959183673
