;time;IPO_entropy;IPO_complexity;IPO_fisher_shanon;IPO_edge_entropy;IPO_edge_complexity;IPO_edge_fisher_shannon;IPO_number_nodes;IPO_self_transition;IPD_entropy;IPD_complexity;IPD_fisher_shanon;IPD_edge_entropy;IPD_edge_complexity;IPD_edge_fisher_shannon;IPD_number_nodes;IPD_self_transition;TP_entropy;TP_complexity;TP_fisher_shanon;TP_edge_entropy;TP_edge_complexity;TP_edge_fisher_shannon;TP_number_nodes;TP_self_transition;TP_ICMP_entropy;TP_ICMP_complexity;TP_ICMP_fisher_shanon;TP_ICMP_edge_entropy;TP_ICMP_edge_complexity;TP_ICMP_edge_fisher_shannon;TP_ICMP_number_nodes;TP_ICMP_self_transition;TP_TCP_entropy;TP_TCP_complexity;TP_TCP_fisher_shanon;TP_TCP_edge_entropy;TP_TCP_edge_complexity;TP_TCP_edge_fisher_shannon;TP_TCP_number_nodes;TP_TCP_self_transition
713;[666, 714];0.960372846191671;0.03817657655773772;0.03469884580116974;0.8457678298424841;0.15263918322465928;0.13671432228204441;18.0;0.11111111111111112;0.9974080573395325;0.0025306220531242205;0.0010454147536013956;0.9725857357205491;0.029601987753304738;0.016746824526945165;18.0;0.11111111111111112;0.981680015078001;0.017771975960086558;0.015289128956792904;0.9607329284860074;0.03998276446058072;0.0420510802598834;18.0;0.13333333333333333;0.9627346668184449;0.03745756364353705;0.025436957382505114;0.9890498244170132;0.010496626898348797;0.014431502061949118;16.0;0.11111111111111112;0.9941482710648061;0.005773492445899314;0.0033435247418012815;0.9566504715755689;0.04270672693661957;0.03842939779872145;17.0;0.13333333333333333
714;[667, 715];0.9500722478408992;0.04795812507100173;0.044187286704740744;0.8457678298424841;0.15263918322465928;0.13671432228204441;18.0;0.11111111111111112;0.9974080573395325;0.0025306220531239763;0.002452211873099565;0.9488801212514659;0.050098499096156206;0.039775215515661246;18.0;0.11111111111111112;0.9875059965403262;0.012405372984442631;0.012832980382664496;0.956650471575569;0.042706726936619574;0.04241977965624845;17.0;0.13333333333333333;0.9664053717423959;0.03453926762250627;0.023731070797988568;0.9890498244170132;0.010496626898348797;0.014431502061949118;16.0;0.11111111111111112;0.9903774568335715;0.009767253284418189;0.009354796795322355;0.9566504715755689;0.04270672693661957;0.03842939779872145;17.0;0.13333333333333333
715;[668, 716];0.9434299733164192;0.053995562135527884;0.05078269499644594;0.8457678298424841;0.15263918322465844;0.13040054012994168;18.0;0.11111111111111112;0.9974080573395324;0.00253062205312422;0.0006826924394249337;0.8616051493362593;0.1452560567564637;0.11768224623620606;18.0;0.11111111111111112;0.9875059965403262;0.012405372984442631;0.012832980382664496;0.9681905137485697;0.032396303060323324;0.03609045726489238;16.0;0.13333333333333333;0.9664053717423959;0.03453926762250627;0.023731070797988568;0.9890498244170132;0.010496626898348797;0.014431502061949118;16.0;0.11111111111111112;0.9956688504133301;0.004317087184806331;0.005168336053668631;0.9566504715755689;0.04270672693661957;0.03842939779872145;17.0;0.13333333333333333
716;[669, 717];0.9279469984870378;0.06832615295877904;0.06538157515038545;0.7554537176341951;0.1946282317875361;0.20674184813109606;18.0;0.11111111111111112;0.9974080573395324;0.00253062205312422;0.0006826924394249337;0.8616051493362593;0.1452560567564637;0.11768224623620606;18.0;0.11111111111111112;0.9875059965403264;0.012405372984442633;0.013195702696840958;0.9681905137485697;0.032396303060323324;0.03609045726489238;16.0;0.13333333333333333;0.9664053717423959;0.03453926762250627;0.023731070797988568;0.9699870314266159;0.030004308271133782;0.024496880742149587;15.0;0.11111111111111112;0.9941482710648061;0.005773492445899314;0.0033435247418012815;0.944007477192058;0.05302369343549271;0.028595479208968308;17.0;0.13333333333333333
717;[670, 718];0.9145954289844734;0.07931280359343224;0.07598646005952304;0.7787859454862932;0.18604627744214663;0.1993696922519424;17.0;0.13333333333333333;0.9927973901200849;0.006985363080915264;0.0024115634703747403;0.8314454838586239;0.16576716623440663;0.16036679597501324;17.0;0.11111111111111112;0.9834192220042033;0.016034617098021852;0.01724377963950386;0.9681905137485697;0.032396303060323324;0.03609045726489238;16.0;0.13333333333333333;0.9617947045229482;0.03870144566592792;0.032476269743600183;0.9329350879565486;0.06252685030320915;0.05830627056406748;15.0;0.11111111111111112;0.99566885041333;0.004317087184806331;0.004167013437274914;0.944007477192058;0.05302369343549271;0.028595479208968308;17.0;0.13333333333333333
718;[671, 719];0.9145954289844734;0.07931280359343224;0.07598646005952304;0.7787859454862932;0.18604627744214663;0.1993696922519424;17.0;0.13333333333333333;0.9887106155839618;0.010656995656582654;0.0037907023910769048;0.9245387872348441;0.0722413274531343;0.058602942357991;17.0;0.13333333333333333;0.9846345362470809;0.015027985796928727;0.016948953790291262;0.9681905137485697;0.032396303060323324;0.03609045726489238;16.0;0.1111111111111111;0.9633152838714721;0.037345007758549514;0.03317958434864588;0.8958831444864813;0.09237506002467023;0.08352203366360808;15.0;0.11111111111111112;0.9924090641386036;0.0075484066138795285;0.007976545235303013;0.9566504715755689;0.04270672693661957;0.03842939779872145;17.0;0.13333333333333333
719;[672, 720];0.9236807130923677;0.07115564961259696;0.06847701437414708;0.7787859454862932;0.18604627744214663;0.1993696922519424;17.0;0.13333333333333333;0.9887106155839618;0.010656995656582654;0.0037907023910769048;0.9245387872348441;0.0722413274531343;0.058602942357991;17.0;0.13333333333333333;0.9875059965403264;0.012405372984442633;0.012641942076374306;0.9337851376692216;0.06368767510851152;0.05846138926056747;16.0;0.1111111111111111;0.9691412653337975;0.03220055478465972;0.026708423392620473;0.8958831444864813;0.09237506002467023;0.08352203366360808;15.0;0.11111111111111112;0.9941482710648061;0.005773492445899314;0.003706247055977744;0.976119161532783;0.02213151372672486;0.017198767822191808;17.0;0.13333333333333333
720;[673, 721];0.9315383018597252;0.0644974601868325;0.059566431030609344;0.8145523430652634;0.17231900802393277;0.19463199760543926;17.0;0.15555555555555556;0.9945365970462872;0.005208758915529711;0.0015742025315860534;0.9245387872348441;0.0722413274531343;0.058602942357991;17.0;0.13333333333333333;0.9941482710648063;0.005773492445899315;0.005759565049182192;0.9681905137485697;0.032396303060323324;0.03609045726489238;16.0;0.1111111111111111;0.9658814790590711;0.035250946424848786;0.029923698859006254;0.9475231583990614;0.05186115021048158;0.04510835708300518;15.0;0.11111111111111112;0.9974080573395324;0.002530622053123976;0.0014081370677778576;0.976119161532783;0.02213151372672462;0.018172892645830246;17.0;0.13333333333333333
721;[674, 722];0.939272705022898;0.05709091362784374;0.052406862459249984;0.9346062324545016;0.05923630142030885;0.03496861945947796;17.0;0.15555555555555556;0.9927973901200849;0.006985363080915264;0.0039164046569936176;0.9245387872348441;0.0722413274531343;0.058602942357991;17.0;0.13333333333333333;0.9941482710648063;0.005773492445899315;0.007945758726946315;0.9890498244170132;0.010496626898348073;0.007215751030974559;16.0;0.1111111111111111;0.9542185233267984;0.04920481692723995;0.03708336198626248;0.9890498244170132;0.010496626898348555;0.010823626546461839;16.0;0.11111111111111112;0.9941482710648061;0.00577349244589907;0.006538961607448145;0.8856014073204163;0.13030509801016732;0.10815380179608751;17.0;0.13333333333333333
722;[675, 723];0.939272705022898;0.05709091362784374;0.052406862459249984;0.9346062324545016;0.05923630142030885;0.03496861945947796;17.0;0.15555555555555556;0.9869714086577595;0.012413483334262196;0.004876863108301439;0.937181781618355;0.062426525991350366;0.022649730810374233;17.0;0.13333333333333333;0.9941482710648063;0.005773492445899315;0.007945758726946315;0.9681905137485697;0.032396303060323324;0.03609045726489238;16.0;0.1111111111111111;0.9542185233267984;0.04920481692723995;0.03900992526582966;0.9546444483376652;0.043298804452513315;0.05770496929268121;16.0;0.11111111111111112;0.9941482710648061;0.00577349244589907;0.006538961607448145;0.976119161532783;0.02213151372672486;0.017198767822191808;17.0;0.13333333333333333
723;[676, 724];0.9514236124147778;0.044814370561720725;0.03799519945968667;0.9346062324545016;0.05923630142030885;0.03496861945947796;17.0;0.15555555555555556;0.980040917459082;0.018635627060940883;0.009074594305233923;0.937181781618355;0.062426525991350366;0.022649730810374233;17.0;0.15555555555555556;0.9941482710648063;0.005773492445899315;0.00539684273500573;0.956650471575569;0.042706726936619574;0.041755267983032085;17.0;0.1111111111111111;0.9570899836200435;0.0467685754613736;0.03538582635403372;0.8993797615898734;0.09258834768265155;0.09313196980666916;16.0;0.11111111111111112;0.9927973901200849;0.0069853630809155074;0.004695801215259572;0.9681905137485697;0.03239630306032404;0.04910208260805078;16.0;0.13333333333333333
724;[677, 725];0.9551944266460124;0.04111898113796831;0.03299727158522462;0.8785204509214299;0.13468333864757598;0.08624794715114681;16.0;0.15555555555555556;0.9817801243852846;0.0169028017095929;0.010040200205417566;0.9245387872348441;0.0722413274531343;0.058602942357991;17.0;0.15555555555555556;0.9888568774850476;0.011207468523059911;0.009531790243635723;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.13333333333333333;0.9733636065717641;0.028516753974049694;0.018754827833458405;0.9546444483376649;0.04329880445251307;0.03395860375336986;16.0;0.11111111111111112;0.9869714086577593;0.012413483334262194;0.00649362060535608;0.9337851376692214;0.06368767510851152;0.0898558226666341;16.0;0.13333333333333333
725;[678, 726];0.9379098640122395;0.056965871045460206;0.046877810392767685;0.8549016232917149;0.14756223630584728;0.10276734673323315;16.0;0.15555555555555556;0.9817801243852846;0.0169028017095929;0.010040200205417566;0.7996369365439231;0.1840749920403812;0.22592250276105916;16.0;0.15555555555555556;0.9871176705588451;0.01296325387542529;0.008719258433367185;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.13333333333333333;0.9733636065717641;0.028516753974049694;0.018754827833458405;0.9890498244170132;0.010496626898348797;0.014431502061949118;16.0;0.11111111111111112;0.9816800150780008;0.017771975960086072;0.010633963161624125;0.96819051374857;0.0323963030603231;0.0335707300927436;16.0;0.1111111111111111
726;[679, 727];0.9253244780450762;0.06666257534482668;0.05583908020619914;0.8734192714589268;0.13735883353869802;0.09789179920672722;15.0;0.17777777777777778;0.9800409174590822;0.01863562706094137;0.014311134026313305;0.8441150748420817;0.1587359356990499;0.16636829161465758;16.0;0.15555555555555556;0.9871176705588451;0.01296325387542529;0.008719258433367185;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.11111111111111112;0.9720127256270428;0.029671357586470607;0.024085647097218246;0.9924509044541705;0.007078154738359441;0.0077708088025879845;15.0;0.11111111111111112;0.9816800150780008;0.017771975960086072;0.010633963161624125;0.944007477192058;0.05302369343549271;0.028595479208968308;17.0;0.08888888888888889
727;[680, 728];0.9090508550933557;0.08327873422101766;0.07769507632791885;0.8868528072345416;0.129247644263581;0.09596089763753879;14.0;0.17777777777777778;0.9800409174590822;0.01863562706094137;0.014311134026313305;0.8576611402529865;0.1510811565075867;0.1314104258682581;16.0;0.15555555555555556;0.9871176705588451;0.01296325387542529;0.008719258433367185;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.13333333333333333;0.9704921462785189;0.031053126561275;0.024247233428294483;0.955398960984103;0.041293256631601626;0.039593740443186906;15.0;0.11111111111111112;0.975466191263352;0.02447207101546819;0.01522522604341624;0.8822716235122601;0.1326740121853418;0.11211749388719515;18.0;0.08888888888888889
728;[681, 729];0.9052800408621211;0.0866039047993047;0.07940189661949923;0.8191579029073012;0.16695633133423218;0.15414320501059292;14.0;0.17777777777777778;0.9869714086577595;0.012413483334262196;0.008432357688021728;0.8340423126232713;0.16301782493737865;0.16308560309086773;16.0;0.15555555555555556;0.9871176705588451;0.01296325387542529;0.008719258433367185;0.96929346595908;0.032098294201678645;0.021230629976529643;17.0;0.13333333333333333;0.9720127256270428;0.029671357586470607;0.022840436308796314;0.9924509044541705;0.007078154738359441;0.0077708088025879845;15.0;0.11111111111111112;0.9702749069908772;0.028843071041206286;0.018771805643477725;0.8941244307468018;0.12445959768558607;0.09599364905389032;18.0;0.08888888888888889
729;[682, 730];0.8894928483703012;0.09818703626053482;0.09096518344963024;0.8191579029073012;0.16695633133423218;0.15414320501059292;14.0;0.17777777777777778;0.9854508293092357;0.013844557527929669;0.01038763161410547;0.8340423126232713;0.16301782493737865;0.16308560309086773;16.0;0.15555555555555556;0.9871176705588451;0.01296325387542529;0.008719258433367185;0.988762155916294;0.011020915954694937;0.016836752405607305;17.0;0.1111111111111111;0.9812921727256776;0.019180588996729833;0.016015234300516688;0.9699870314266159;0.030004308271133782;0.031095837482680737;15.0;0.11111111111111112;0.9702749069908772;0.028843071041206286;0.018771805643477725;0.8822716235122601;0.1326740121853418;0.11211749388719515;18.0;0.08888888888888889
730;[683, 731];0.8894928483703012;0.09818703626053482;0.09096518344963024;0.7948220404607839;0.18173766648056056;0.1988014037491134;14.0;0.2;0.981680015078001;0.017771975960086075;0.012738891114677275;0.8576611402529865;0.1510811565075867;0.1314104258682581;16.0;0.15555555555555556;0.9903774568335717;0.00976725328441819;0.00917040787773895;0.9566504715755689;0.04270672693661933;0.03266882166011696;17.0;0.08888888888888889;0.9812921727256776;0.019180588996729833;0.016015234300516688;0.9553989609841033;0.041293256631601404;0.026395826962124603;15.0;0.11111111111111112;0.9747495238793237;0.023921754859126686;0.01861766745296885;0.8822716235122601;0.1326740121853418;0.06790054012994172;18.0;0.08888888888888889
731;[684, 732];0.8894928483703012;0.09818703626053482;0.09096518344963024;0.7948220404607839;0.18173766648056056;0.1735326226790129;14.0;0.2;0.981680015078001;0.017771975960086075;0.012738891114677275;0.8576611402529865;0.1510811565075867;0.1314104258682581;16.0;0.15555555555555556;0.9941482710648063;0.005773492445899315;0.005759565049182192;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.08888888888888889;0.9812921727256776;0.019180588996729833;0.016015234300516688;0.9699870314266159;0.030004308271133782;0.014369765543119136;15.0;0.11111111111111112;0.9784202288032747;0.02091266802966534;0.017810618141633403;0.8822716235122601;0.1326740121853418;0.06790054012994172;18.0;0.08888888888888889
732;[685, 733];0.8894928483703012;0.09818703626053482;0.09096518344963024;0.8191579029073012;0.16695633133423218;0.15414320501059292;14.0;0.2;0.9784202288032747;0.020912668029665578;0.0178106181416334;0.8441150748420817;0.1587359356990499;0.15515679140756947;16.0;0.15555555555555556;0.9924090641386039;0.007548406613879531;0.005494886802126437;0.988762155916294;0.011020915954694937;0.010102051443364384;17.0;0.08888888888888889;0.982643053670399;0.0179997530783446;0.012916302587386418;0.9699870314266159;0.030004308271133782;0.014369765543119136;15.0;0.13333333333333333;0.9747495238793237;0.023921754859126686;0.019413697581477866;0.8704188162777186;0.14062338461339752;0.09466991411008938;18.0;0.08888888888888889
733;[686, 734];0.8894928483703012;0.09818703626053482;0.09096518344963024;0.8191579029073012;0.16695633133423218;0.15414320501059292;14.0;0.17777777777777778;0.9784202288032747;0.020912668029665578;0.0178106181416334;0.8441150748420817;0.1587359356990499;0.15515679140756947;16.0;0.15555555555555556;0.9924090641386036;0.0075484066138795285;0.00344156880892199;0.988762155916294;0.011020915954694455;0.003367350481121461;17.0;0.1111111111111111;0.982643053670399;0.0179997530783446;0.012916302587386418;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.13333333333333333;0.9700665754971006;0.027635909968393185;0.019901751805649688;0.8822716235122601;0.1326740121853418;0.06790054012994172;18.0;0.11111111111111112
734;[687, 735];0.8949794425113492;0.09521855407982231;0.09295152772710354;0.8191579029073012;0.16695633133423218;0.15414320501059292;14.0;0.15555555555555556;0.9747495238793237;0.023921754859127165;0.01861766745296885;0.8441150748420817;0.1587359356990499;0.15515679140756947;16.0;0.15555555555555556;0.9924090641386036;0.0075484066138795285;0.005494886802126438;0.9245387872348441;0.07224132745313476;0.03266882166011696;17.0;0.1111111111111111;0.9888568774850478;0.011207468523059674;0.009071482632893207;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.13333333333333333;0.97800931015405;0.020803392471482128;0.01578495290149845;0.8822716235122601;0.1326740121853418;0.06790054012994172;18.0;0.11111111111111112
735;[688, 736];0.9075648284785125;0.08629721244792508;0.08535121028463433;0.8191579029073012;0.16695633133423218;0.15414320501059292;14.0;0.15555555555555556;0.97800931015405;0.02080339247148189;0.013072812197134617;0.8441150748420817;0.1587359356990499;0.15515679140756947;16.0;0.15555555555555556;0.9924090641386036;0.0075484066138795285;0.005174916676877966;0.9337851376692218;0.06368767510851131;0.014863818897729836;16.0;0.1111111111111111;0.982643053670399;0.0179997530783446;0.012916302587386418;0.8920665163323347;0.12614866548804074;0.07503644694405869;16.0;0.1111111111111111;0.9800409174590822;0.018635627060940886;0.014311134026313304;0.8457678298424841;0.15263918322465844;0.0880556302831988;18.0;0.11111111111111112
736;[689, 737];0.9178654268292843;0.07743111343096315;0.07245341753723884;0.8868528072345416;0.129247644263581;0.09596089763753879;14.0;0.15555555555555556;0.9869714086577595;0.012413483334262196;0.008432357688021728;0.9681905137485697;0.03239630306032309;0.022747103546281754;16.0;0.15555555555555556;0.9941482710648061;0.00577349244589907;0.005070291986547923;0.9245387872348441;0.07224132745313476;0.01955051318286401;17.0;0.1111111111111111;0.9704921462785189;0.031053126561274524;0.024567203553542954;0.8920665163323347;0.1261486654880414;0.11435860817383169;16.0;0.1111111111111111;0.9747495238793237;0.023921754859126686;0.022062041297171563;0.8704188162777186;0.14062338461339752;0.09466991411008938;18.0;0.11111111111111112
737;[690, 738];0.9090508550933557;0.08327873422101766;0.07769507632791885;0.8868528072345416;0.129247644263581;0.09596089763753879;14.0;0.15555555555555556;0.9869714086577595;0.01241348333426268;0.010096599816101039;0.8441150748420817;0.1587359356990499;0.15515679140756947;16.0;0.17777777777777778;0.991276810771561;0.008433436843506815;0.005101400101081574;0.9245387872348441;0.07224132745313476;0.01955051318286401;17.0;0.1111111111111111;0.9704921462785189;0.031053126561274524;0.02649376683311013;0.9546444483376649;0.04329880445251284;0.02559855909388277;16.0;0.1111111111111111;0.9747495238793237;0.023921754859126686;0.022062041297171563;0.8704188162777186;0.14062338461339752;0.09466991411008938;18.0;0.11111111111111112
738;[691, 739];0.9312675894877597;0.06285301229400309;0.05743904515538957;0.8868528072345416;0.129247644263581;0.09596089763753879;14.0;0.15555555555555556;0.9837116223830332;0.015589494241907795;0.013347994836965783;0.920239072258317;0.07371028253262946;0.030638013438180352;16.0;0.17777777777777778;0.9887106155839619;0.010656995656582896;0.006092161787919015;0.9245387872348441;0.07224132745313476;0.01955051318286401;17.0;0.13333333333333333;0.9704921462785189;0.031053126561274524;0.02649376683311013;0.9546444483376649;0.04329880445251284;0.02559855909388277;16.0;0.08888888888888889;0.9685459961485767;0.029017912412442115;0.025957669928230943;0.8315004452668298;0.1670684297965183;0.0960724537553657;18.0;0.13333333333333333
739;[692, 740];0.9358782567072075;0.05895382596955927;0.05072513608799551;0.8734192714589268;0.13735883353869802;0.09789179920672722;15.0;0.15555555555555556;0.981680015078001;0.017771975960086075;0.01494059331510464;0.8729584129369051;0.13850724725576719;0.08386543448885847;17.0;0.17777777777777778;0.9817801243852846;0.01690280170959314;0.01280829906499928;0.937181781618355;0.062426525991350366;0.022649730810374233;17.0;0.15555555555555556;0.9679259510909197;0.03316920376511705;0.03192947288771493;0.9681905137485697;0.0323963030603238;0.015863080890759405;16.0;0.06666666666666667;0.962332172333928;0.035552605267622044;0.03539052457917504;0.8315004452668298;0.1670684297965183;0.0960724537553657;18.0;0.13333333333333333
740;[693, 741];0.9341390497810049;0.06052447417261144;0.05421603770905483;0.8734192714589268;0.13735883353869802;0.09789179920672722;15.0;0.17777777777777776;0.9837116223830332;0.015589494241907795;0.013347994836965783;0.8729584129369051;0.13850724725576719;0.08386543448885847;17.0;0.17777777777777778;0.9817801243852846;0.01690280170959314;0.01280829906499928;0.8408467285961803;0.16157707177695102;0.05049062085871431;17.0;0.15555555555555556;0.9772053981895547;0.022758035260237015;0.023117034613260843;0.956650471575569;0.04270672693661887;0.017198767822191815;17.0;0.044444444444444446;0.9603005650288958;0.03764399479693062;0.03412327970224656;0.8729584129369051;0.13850724725576719;0.10337446737491165;17.0;0.13333333333333333
741;[694, 742];0.9394304433607633;0.05567575153633106;0.04380739970126529;0.8868528072345416;0.129247644263581;0.09596089763753879;14.0;0.17777777777777776;0.981680015078001;0.017771975960086075;0.01494059331510464;0.8729584129369051;0.13850724725576719;0.08386543448885847;17.0;0.17777777777777778;0.9785203381105583;0.020046713085000313;0.015321043491221209;0.8408467285961803;0.16157707177695102;0.05049062085871431;17.0;0.15555555555555556;0.9725947309701068;0.02702620853017901;0.025963174475968836;0.9346062324545016;0.05923630142030885;0.023273319084214327;17.0;0.022222222222222223;0.9510211179302609;0.04772190954652661;0.04536740405609317;0.8649743855105252;0.14289574335923644;0.12044939292965998;16.0;0.15555555555555556
742;[695, 743];0.9341390497810049;0.06052447417261144;0.05421603770905483;0.8734192714589268;0.13735883353869802;0.09789179920672722;15.0;0.17777777777777776;0.9854508293092357;0.013844557527929669;0.01038763161410547;0.8729584129369051;0.13850724725576719;0.08386543448885847;17.0;0.17777777777777778;0.9764887308055261;0.022208058323393533;0.016620965825229702;0.802396453505195;0.17639519392360986;0.19191478229003917;16.0;0.15555555555555556;0.9725947309701068;0.02702620853017901;0.025963174475968836;0.7892663542982413;0.1487693705469831;0.12287638336717464;17.0;0.022222222222222223;0.9603005650288958;0.037643994796931084;0.0321336174682714;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.15555555555555556
743;[696, 744];0.9459149795473779;0.051105130354034696;0.04607354438342088;0.8549016232917147;0.14756223630584744;0.10276734673323315;16.0;0.17777777777777776;0.981680015078001;0.017771975960086075;0.012738891114677275;0.8729584129369051;0.13850724725576719;0.08386543448885847;17.0;0.17777777777777778;0.9665143888435446;0.03113750898111142;0.02722280367845284;0.6230563278509151;0.25523390768489496;0.43830690677455186;16.0;0.15555555555555556;0.9725947309701068;0.02702620853017901;0.025963174475968836;0.8145523430652634;0.17231900802393277;0.20740632952924948;17.0;0.022222222222222223;0.9655919586086541;0.03251528146822607;0.03099701068586788;0.9681905137485697;0.0323963030603238;0.009735478203123343;16.0;0.15555555555555556
744;[697, 745];0.9567150059945363;0.03977652754174894;0.03092626987996883;0.8340210330224773;0.15811503680854058;0.10912792661972595;17.0;0.17777777777777776;0.9750377405535212;0.02423796083592117;0.02106653885449716;0.8729584129369051;0.13850724725576719;0.08386543448885847;17.0;0.17777777777777778;0.9665143888435446;0.03113750898111142;0.02722280367845284;0.802396453505195;0.17639519392360986;0.19191478229003917;16.0;0.17777777777777778;0.968507956433984;0.030537422326874133;0.03393731649358638;0.8145523430652634;0.17231900802393277;0.20740632952924948;17.0;0.022222222222222223;0.97800931015405;0.020803392471482128;0.017668527403864404;0.9566504715755689;0.042706726936618866;0.018214372942641072;17.0;0.13333333333333333
745;[698, 746];0.9567150059945363;0.03977652754174894;0.03092626987996883;0.8441150748420817;0.1587359356990499;0.1638041212673543;16.0;0.17777777777777776;0.9750377405535212;0.02423796083592117;0.02106653885449716;0.8408467285961803;0.16157707177695102;0.0895430500338413;17.0;0.17777777777777778;0.9665143888435446;0.03113750898111142;0.02722280367845284;0.4635208238330452;0.26542947281933565;0.5;15.0;0.17777777777777778;0.9647371422027494;0.034330223710291076;0.03503119140263779;0.8498350097414462;0.11591513554382733;0.07343255758224522;17.0;0.022222222222222223;0.9832005944265247;0.01635261639007503;0.014747232773416668;0.9400664543100068;0.056241290963136306;0.01645708428976938;18.0;0.13333333333333333
746;[699, 747];0.9514236124147778;0.044814370561720725;0.037962078743336014;0.8785204509214299;0.13468333864757576;0.12300593803361656;16.0;0.2;0.981680015078001;0.017771975960086075;0.012738891114677275;0.8019093486817525;0.17888781461463435;0.15288384651619735;17.0;0.17777777777777778;0.9665143888435446;0.03113750898111142;0.02722280367845284;0.6230563278509151;0.25523390768489496;0.43830690677455186;16.0;0.17777777777777778;0.9636326324663973;0.035154812523632194;0.03306910289002903;0.7787859454862934;0.1860462774421467;0.24080521621893908;17.0;0.022222222222222223;0.981680015078001;0.017771975960086075;0.014287806340399188;0.9400664543100068;0.056241290963136306;0.01645708428976938;18.0;0.13333333333333333
747;[700, 748];0.9603005650288958;0.037643994796931084;0.0321628665515838;0.8441150748420817;0.1587359356990499;0.1638041212673543;16.0;0.17777777777777778;0.981680015078001;0.017771975960086075;0.010633963161624124;0.8019093486817525;0.17888781461463435;0.15288384651619735;17.0;0.17777777777777778;0.9665143888435446;0.03113750898111142;0.02722280367845284;0.6457270990975926;0.2536333868070488;0.4335612842187482;15.0;0.17777777777777778;0.9647371422027494;0.034330223710291076;0.03503119140263779;0.7182172900430885;0.20899130617146996;0.2538579713398358;17.0;0.022222222222222223;0.9854508293092354;0.013844557527929666;0.009955803560052342;0.8457678298424841;0.15263918322465844;0.0880556302831988;18.0;0.13333333333333333
748;[701, 749];0.9727179165742915;0.026066355601337653;0.023075092474256917;0.8441150748420817;0.1587359356990499;0.1638041212673543;16.0;0.17777777777777778;0.981680015078001;0.017771975960086075;0.010633963161624124;0.8340210330224773;0.15811503680854058;0.10912792661972595;17.0;0.17777777777777778;0.9603005650288958;0.037643994796930855;0.03755600275107302;0.5637474095724163;0.2857251985047818;0.5;15.0;0.17777777777777778;0.9595458579302745;0.038596954770111006;0.040117466716828316;0.7892663542982413;0.1487693705469831;0.12287638336717464;17.0;0.022222222222222223;0.9854508293092354;0.013844557527929666;0.009955803560052342;0.9123763275816898;0.07563039202841369;0.029965152834459163;18.0;0.13333333333333333
749;[702, 750];0.9764887308055261;0.022208058323393776;0.014640850372428127;0.7099668737167834;0.24852003154992353;0.39484743178574433;16.0;0.17777777777777778;0.985766789614124;0.014156591822020587;0.010200411669575414;0.8856014073204163;0.1303050980101671;0.07242724280527114;17.0;0.15555555555555556;0.962332172333928;0.03555260526762228;0.029037672608442908;0.6230563278509151;0.25523390768489523;0.3372916523193308;16.0;0.17777777777777778;0.9647371422027494;0.034330223710291076;0.03503119140263779;0.8498350097414462;0.11591513554382733;0.07343255758224522;17.0;0.022222222222222223;0.9854508293092354;0.013844557527929666;0.009442267152929631;0.90507009727763;0.07881904030269894;0.041445654832610035;17.0;0.13333333333333333
750;[703, 751];0.9727179165742915;0.026066355601337653;0.023075092474256917;0.6021970171824717;0.29048536444118783;0.5;16.0;0.17777777777777778;0.9857667896141238;0.014156591822020581;0.012428727668155863;0.8856014073204163;0.1303050980101671;0.07242724280527114;17.0;0.15555555555555556;0.9685459961485767;0.029017912412442115;0.020559214103553953;0.6014051502998049;0.2560814367838198;0.3367006838144548;17.0;0.17777777777777778;0.9688239167388724;0.030849693258269424;0.02489031326160012;0.8498350097414461;0.11591513554382732;0.09600234177082095;17.0;0.022222222222222223;0.9816800150780008;0.017771975960086072;0.015385392403183915;0.9566504715755689;0.042706726936618866;0.018214372942641072;17.0;0.13333333333333333
751;[704, 752];0.9779092008467662;0.021668815531954284;0.020376056235728177;0.6021970171824717;0.29048536444118783;0.5;16.0;0.15555555555555556;0.9842462102656001;0.0155831811106515;0.013540957191201321;0.8920665163323347;0.1261486654880414;0.11435860817383169;16.0;0.15555555555555556;0.9685459961485767;0.029017912412442115;0.020559214103553953;0.6014051502998049;0.2560814367838198;0.3367006838144548;17.0;0.17777777777777778;0.972594730970107;0.027026208530179015;0.02662707123930425;0.8498350097414462;0.11591513554382733;0.07343255758224522;17.0;0.022222222222222223;0.9816800150780008;0.017771975960086072;0.015385392403183915;0.9566504715755689;0.042706726936618866;0.018214372942641072;17.0;0.13333333333333333
