;Unnamed: 0;frame_time;total_pacotes;total_pacotes_icmp;total_pacotes_udp;total_pacotes_tcp;maior_pacote;menor_pacote;soma_pacotes;total_ips_origem;total_ips_destino;porta_origem_mais_frequente;porta_destino_mais_frequente;has_bot;has_bot_origem_destino
574;172;"0    Sep  6, 2018 16:17:20.019823000 -03
Name: time, dtype: object";75920;16;0;75844;87;60;4556876;13;37913;0;0;1;1
575;173;"0    Sep  6, 2018 16:18:20.022892000 -03
Name: time, dtype: object";75948;12;0;75878;90;60;4558452;15;37921;0;0;1;1
576;174;"0    Sep  6, 2018 16:19:20.295810000 -03
Name: time, dtype: object";76000;4;0;75930;145;60;4562220;15;37925;0;0;1;1
577;175;"0    Sep  6, 2018 16:20:20.052784000 -03
Name: time, dtype: object";75922;6;0;75864;90;60;4556694;17;37917;0;0;1;1
578;176;"0    Sep  6, 2018 16:21:20.038622000 -03
Name: time, dtype: object";76282;6;0;76218;110;60;4578608;18;38083;0;0;1;1
579;177;"0    Sep  6, 2018 16:22:20.394470000 -03
Name: time, dtype: object";75624;4;0;75558;90;60;4539032;14;37761;0;0;1;1
580;178;"0    Sep  6, 2018 16:23:20.059486000 -03
Name: time, dtype: object";76258;12;0;76180;110;60;4577254;15;38083;0;0;1;1
581;179;"0    Sep  6, 2018 16:24:20.052850000 -03
Name: time, dtype: object";75962;10;0;75898;87;60;4559338;17;37921;0;0;1;1
582;180;"0    Sep  6, 2018 16:25:20.012506000 -03
Name: time, dtype: object";75936;8;0;75870;87;60;4557754;18;37917;0;0;1;1
583;181;"0    Sep  6, 2018 16:26:20.227770000 -03
Name: time, dtype: object";75958;6;0;75898;87;60;4558926;18;37917;0;0;1;1
584;182;"0    Sep  6, 2018 16:27:20.072277000 -03
Name: time, dtype: object";76282;10;0;76202;90;60;4578788;16;38079;0;0;1;1
585;183;"0    Sep  6, 2018 16:28:20.016246000 -03
Name: time, dtype: object";75946;10;0;75872;90;60;4558514;17;37915;0;0;1;1
586;184;"0    Sep  6, 2018 16:29:20.244800000 -03
Name: time, dtype: object";75912;0;0;75856;90;60;4555974;5;37920;0;0;1;1
587;185;"0    Sep  6, 2018 16:30:20.086336000 -03
Name: time, dtype: object";76234;4;0;76172;87;60;4575510;6;38079;0;0;1;1
588;186;"0    Sep  6, 2018 16:31:20.329886000 -03
Name: time, dtype: object";75636;12;0;75566;87;60;4539870;17;37760;0;0;1;1
589;187;"0    Sep  6, 2018 16:32:20.295621000 -03
Name: time, dtype: object";75962;6;0;75876;90;60;4559872;14;37922;0;0;1;1
590;188;"0    Sep  6, 2018 16:33:20.007763000 -03
Name: time, dtype: object";76399;14;0;76329;87;60;4585860;17;38142;0;0;1;1
591;189;"0    Sep  6, 2018 16:34:20.000000000 -03
Name: time, dtype: object";75843;12;0;75771;87;60;4552508;15;37861;0;0;1;1
592;190;"0    Sep  6, 2018 16:35:20.318292000 -03
Name: time, dtype: object";75626;6;0;75572;87;60;4539100;12;37760;0;0;1;1
593;191;"0    Sep  6, 2018 16:36:20.011720000 -03
Name: time, dtype: object";76578;8;0;76510;87;60;4596312;13;38236;0;0;1;1
594;192;"0    Sep  6, 2018 16:37:20.275555000 -03
Name: time, dtype: object";75916;12;0;75856;90;60;4556302;14;37921;0;0;1;1
595;193;"0    Sep  6, 2018 16:38:20.340268000 -03
Name: time, dtype: object";75606;10;0;75544;90;60;4537762;14;37754;0;0;1;1
596;194;"0    Sep  6, 2018 16:39:20.019953000 -03
Name: time, dtype: object";76272;12;0;76198;90;60;4578210;15;38086;0;0;1;1
597;195;"0    Sep  6, 2018 16:40:20.039955000 -03
Name: time, dtype: object";76184;12;0;76104;110;60;4572874;17;38044;0;0;1;1
598;196;"0    Sep  6, 2018 16:41:20.000230000 -03
Name: time, dtype: object";75682;6;0;75620;110;60;4542408;13;37798;0;0;1;1
599;197;"0    Sep  6, 2018 16:42:20.075200000 -03
Name: time, dtype: object";76262;6;0;76194;90;60;4577502;9;38079;0;0;1;1
600;198;"0    Sep  6, 2018 16:43:20.311336000 -03
Name: time, dtype: object";75954;8;0;75882;110;60;4559002;14;37922;0;0;1;1
601;199;"0    Sep  6, 2018 16:44:20.133718000 -03
Name: time, dtype: object";75970;6;0;75904;87;60;4560036;17;37921;0;0;1;1
602;200;"0    Sep  6, 2018 16:45:20.123744000 -03
Name: time, dtype: object";76268;8;0;76204;87;60;4577848;15;38077;0;0;1;1
603;0;"0    Sep  6, 2018 16:46:20.316647000 -03
Name: time, dtype: object";75932;12;0;75868;87;60;4557288;19;37920;0;0;1;1
604;1;"0    Sep  6, 2018 16:47:20.261941000 -03
Name: time, dtype: object";75624;6;0;75562;90;60;4539018;19;37763;0;0;1;1
605;2;"0    Sep  6, 2018 16:48:20.139283000 -03
Name: time, dtype: object";76590;6;0;76532;90;60;4596898;18;38241;0;0;1;1
606;3;"0    Sep  6, 2018 16:49:20.321204000 -03
Name: time, dtype: object";75958;10;0;75892;110;60;4559738;17;37897;0;0;1;1
607;4;"0    Sep  6, 2018 16:50:20.000159000 -03
Name: time, dtype: object";75652;4;0;75600;110;60;4540686;14;37776;0;0;1;1
608;5;"0    Sep  6, 2018 16:51:20.202828000 -03
Name: time, dtype: object";76246;8;0;76180;110;60;4576294;15;38082;0;0;1;1
609;6;"0    Sep  6, 2018 16:52:20.010971000 -03
Name: time, dtype: object";75998;6;0;75930;87;60;4561938;16;37918;0;0;1;1
610;7;"0    Sep  6, 2018 16:53:20.262115000 -03
Name: time, dtype: object";75920;4;0;75856;87;60;4556664;12;37917;0;0;1;1
611;8;"0    Sep  6, 2018 16:54:20.044506000 -03
Name: time, dtype: object";76290;18;0;76218;90;60;4579264;23;38080;0;0;1;1
612;9;"0    Sep  6, 2018 16:55:20.042322000 -03
Name: time, dtype: object";75938;14;0;75866;87;60;4557922;18;37923;0;0;1;1
613;10;"0    Sep  6, 2018 16:56:20.277023000 -03
Name: time, dtype: object";75928;10;0;75854;90;60;4557238;18;37915;0;0;1;1
614;11;"0    Sep  6, 2018 16:57:20.203647000 -03
Name: time, dtype: object";76296;12;0;76214;90;60;4579720;18;38073;0;0;1;1
615;12;"0    Sep  6, 2018 16:58:20.067801000 -03
Name: time, dtype: object";75966;8;0;75902;87;60;4559624;15;37922;0;0;1;1
616;13;"0    Sep  6, 2018 16:59:20.282500000 -03
Name: time, dtype: object";75606;10;0;75538;182;60;4538112;10;37762;0;0;1;1
617;14;"0    Sep  6, 2018 17:00:20.206382000 -03
Name: time, dtype: object";76058;6;0;75984;110;60;4565202;10;37989;0;0;1;1
618;15;"0    Sep  6, 2018 17:01:20.000048000 -03
Name: time, dtype: object";76174;22;0;76096;90;60;4572522;27;38009;0;0;1;1
619;16;"0    Sep  6, 2018 17:02:20.313436000 -03
Name: time, dtype: object";75610;10;0;75534;110;60;4538326;17;37754;0;0;1;1
620;17;"0    Sep  6, 2018 17:03:20.078629000 -03
Name: time, dtype: object";75914;8;0;75850;90;60;4556270;11;37919;0;0;1;1
621;18;"0    Sep  6, 2018 17:04:20.054953000 -03
Name: time, dtype: object";41394;0;0;41350;87;60;2484680;7;20667;0;0;1;1
622;19;"0    Sep  6, 2018 17:05:20.423301000 -03
Name: time, dtype: object";75664;8;0;75602;110;60;4541786;18;37758;0;0;1;1
623;20;"0    Sep  6, 2018 17:06:20.094550000 -03
Name: time, dtype: object";75918;10;0;75858;110;60;4556574;14;37919;0;0;1;1
624;21;"0    Sep  6, 2018 17:07:20.184550000 -03
Name: time, dtype: object";76264;18;0;76192;90;60;4577578;23;38083;0;0;1;1
625;22;"0    Sep  6, 2018 17:08:20.448971000 -03
Name: time, dtype: object";75638;14;0;75568;110;60;4540182;18;37759;0;0;1;1
626;23;"0    Sep  6, 2018 17:09:20.132706000 -03
Name: time, dtype: object";76018;4;0;75956;90;60;4563248;18;37922;0;0;1;1
627;24;"0    Sep  6, 2018 17:10:20.015821000 -03
Name: time, dtype: object";76570;12;0;76506;110;60;4595652;16;38237;0;0;1;1
628;25;"0    Sep  6, 2018 17:11:20.526813000 -03
Name: time, dtype: object";75622;12;0;75556;87;60;4538970;14;37756;0;0;1;1
629;26;"0    Sep  6, 2018 17:12:20.469151000 -03
Name: time, dtype: object";75638;10;0;75568;145;60;4540056;15;37759;0;0;1;1
630;27;"0    Sep  6, 2018 17:13:20.226840000 -03
Name: time, dtype: object";76568;12;0;76510;90;60;4595424;18;38239;0;0;1;1
631;28;"0    Sep  6, 2018 17:14:20.104949000 -03
Name: time, dtype: object";75910;4;0;75860;87;60;4555706;9;37916;0;0;1;1
632;29;"0    Sep  6, 2018 17:15:20.577978000 -03
Name: time, dtype: object";75732;10;0;75672;186;60;4546728;19;37762;0;0;1;1
633;30;"0    Sep  6, 2018 17:16:20.244234000 -03
Name: time, dtype: object";76568;16;0;76510;110;60;4595716;22;38228;0;0;1;1
634;31;"0    Sep  6, 2018 17:17:20.000152000 -03
Name: time, dtype: object";76030;8;0;75974;90;60;4563904;16;37936;0;0;1;1
635;32;"0    Sep  6, 2018 17:18:20.583885000 -03
Name: time, dtype: object";75620;4;0;75578;90;60;4538554;10;37765;0;0;1;1
636;33;"0    Sep  6, 2018 17:19:20.242856000 -03
Name: time, dtype: object";76284;4;0;76230;90;60;4578698;14;38082;0;0;1;1
637;34;"0    Sep  6, 2018 17:20:20.145708000 -03
Name: time, dtype: object";75922;2;0;75858;145;60;4556986;9;37922;0;0;1;1
638;35;"0    Sep  6, 2018 17:21:20.040817000 -03
Name: time, dtype: object";75960;12;0;75886;110;60;4559352;24;37923;0;0;1;1
639;36;"0    Sep  6, 2018 17:22:20.274475000 -03
Name: time, dtype: object";76274;8;0;76210;145;60;4578146;13;38080;0;0;1;1
640;37;"0    Sep  6, 2018 17:23:20.188326000 -03
Name: time, dtype: object";75918;10;0;75858;90;60;4556182;15;37919;0;0;1;1
641;38;"0    Sep  6, 2018 17:24:20.316805000 -03
Name: time, dtype: object";75620;12;0;75564;90;60;4538422;15;37771;0;0;1;1
642;39;"0    Sep  6, 2018 17:25:20.000019000 -03
Name: time, dtype: object";76530;6;0;76472;90;60;4593046;9;38231;0;0;1;1
643;40;"0    Sep  6, 2018 17:26:20.231931000 -03
Name: time, dtype: object";75934;10;0;75864;145;60;4557564;16;37918;0;0;1;1
644;41;"0    Sep  6, 2018 17:27:20.372896000 -03
Name: time, dtype: object";75644;12;0;75582;90;60;4540132;18;37764;0;0;1;1
645;42;"0    Sep  6, 2018 17:28:20.258252000 -03
Name: time, dtype: object";75972;10;0;75910;90;60;4560046;16;37921;0;0;1;1
646;43;"0    Sep  6, 2018 17:29:20.047248000 -03
Name: time, dtype: object";76338;4;0;76280;145;60;4582294;19;38083;0;0;1;1
647;44;"0    Sep  6, 2018 17:30:20.190673000 -03
Name: time, dtype: object";75618;12;0;75554;90;60;4538494;17;37761;0;0;1;1
648;45;"0    Sep  6, 2018 17:31:20.125499000 -03
Name: time, dtype: object";75958;6;0;75894;90;60;4558968;15;37919;0;0;1;1
649;46;"0    Sep  6, 2018 17:32:20.024140000 -03
Name: time, dtype: object";76264;2;0;76216;90;60;4577384;8;38079;0;0;1;1
650;47;"0    Sep  6, 2018 17:33:20.528935000 -03
Name: time, dtype: object";75612;14;0;75542;145;60;4538370;18;37759;0;0;1;1
651;48;"0    Sep  6, 2018 17:34:20.234952000 -03
Name: time, dtype: object";75948;20;0;75882;110;60;4558436;21;37925;0;0;1;1
652;49;"0    Sep  6, 2018 17:35:20.166599000 -03
Name: time, dtype: object";75930;8;0;75874;87;60;4557128;15;37919;0;0;1;1
653;50;"0    Sep  6, 2018 17:36:20.150245000 -03
Name: time, dtype: object";76272;14;0;76198;90;60;4578134;19;38087;0;0;1;1
654;51;"0    Sep  6, 2018 17:37:20.229601000 -03
Name: time, dtype: object";75928;10;0;75858;90;60;4557290;11;37922;0;0;1;1
655;52;"0    Sep  6, 2018 17:38:20.173042000 -03
Name: time, dtype: object";75926;8;0;75858;90;60;4557176;15;37916;0;0;1;1
656;53;"0    Sep  6, 2018 17:39:20.161722000 -03
Name: time, dtype: object";76246;8;0;76180;90;60;4576232;14;38078;0;0;1;1
657;54;"0    Sep  6, 2018 17:40:20.047989000 -03
Name: time, dtype: object";75942;22;0;75858;110;60;4558634;20;37920;0;0;1;1
658;55;"0    Sep  6, 2018 17:41:20.187848000 -03
Name: time, dtype: object";75926;6;0;75864;90;60;4556952;14;37924;0;0;1;1
659;56;"0    Sep  6, 2018 17:42:20.173806000 -03
Name: time, dtype: object";75924;6;0;75860;90;60;4557046;15;37917;0;0;1;1
660;57;"0    Sep  6, 2018 17:43:20.003598000 -03
Name: time, dtype: object";76264;2;0;76206;145;60;4577434;14;38083;0;0;1;1
661;58;"0    Sep  6, 2018 17:44:20.279892000 -03
Name: time, dtype: object";75642;14;0;75570;90;60;4540220;15;37761;0;0;1;1
662;59;"0    Sep  6, 2018 17:45:20.177418000 -03
Name: time, dtype: object";76294;0;0;76244;90;60;4579384;11;38073;0;0;1;1
663;60;"0    Sep  6, 2018 17:46:20.233858000 -03
Name: time, dtype: object";75936;8;0;75886;90;60;4557484;11;37919;0;0;1;1
664;61;"0    Sep  6, 2018 17:47:20.349267000 -03
Name: time, dtype: object";75648;8;0;75590;110;60;4540538;18;37759;0;0;1;1
665;62;"0    Sep  6, 2018 17:48:20.208344000 -03
Name: time, dtype: object";76266;10;0;76194;182;60;4578046;16;38075;0;0;1;1
666;63;"0    Sep  6, 2018 17:49:20.000176000 -03
Name: time, dtype: object";75620;12;0;75552;110;60;4538744;18;37761;0;0;1;1
667;64;"0    Sep  6, 2018 17:50:20.113099000 -03
Name: time, dtype: object";75666;12;0;75602;87;60;4541804;15;37762;0;0;1;1
668;65;"0    Sep  6, 2018 17:51:20.065113000 -03
Name: time, dtype: object";76282;14;0;76208;87;60;4578412;24;38081;0;0;1;1
669;66;"0    Sep  6, 2018 17:52:20.047617000 -03
Name: time, dtype: object";75976;10;0;75908;87;60;4560590;16;37921;0;0;1;1
670;67;"0    Sep  6, 2018 17:53:20.502348000 -03
Name: time, dtype: object";75594;6;0;75540;87;60;4536840;14;37757;0;0;1;1
671;68;"0    Sep  6, 2018 17:54:20.277220000 -03
Name: time, dtype: object";76284;10;0;76212;87;60;4578874;14;38076;0;0;1;1
672;69;"0    Sep  6, 2018 17:55:20.121057000 -03
Name: time, dtype: object";75964;10;0;75892;90;60;4559796;13;37919;0;0;1;1
673;70;"0    Sep  6, 2018 17:56:20.004374000 -03
Name: time, dtype: object";75932;8;0;75864;87;60;4557416;15;37921;0;0;1;1
674;71;"0    Sep  6, 2018 17:57:20.309200000 -03
Name: time, dtype: object";76222;6;0;76162;90;60;4574644;12;38071;0;0;1;1
675;72;"0    Sep  6, 2018 17:58:20.360926000 -03
Name: time, dtype: object";75618;4;0;75550;90;60;4538506;15;37764;0;0;1;1
676;73;"0    Sep  6, 2018 17:59:20.061582000 -03
Name: time, dtype: object";76258;14;0;76190;90;60;4577054;21;38079;0;0;1;1
677;74;"0    Sep  6, 2018 18:00:20.053836000 -03
Name: time, dtype: object";75686;14;0;75602;182;60;4543746;21;37761;0;0;1;1
678;75;"0    Sep  6, 2018 18:01:20.004622000 -03
Name: time, dtype: object";76256;10;0;76188;90;60;4576894;17;38079;0;0;1;1
679;76;"0    Sep  6, 2018 18:02:20.083574000 -03
Name: time, dtype: object";76052;14;0;75974;145;60;4565950;18;37920;0;0;1;1
680;77;"0    Sep  6, 2018 18:03:20.120275000 -03
Name: time, dtype: object";75784;8;0;75734;90;60;4548392;18;37834;0;0;1;1
681;78;"0    Sep  6, 2018 18:04:20.000053000 -03
Name: time, dtype: object";76134;6;0;76080;90;60;4569602;15;38012;0;0;1;1
682;79;"0    Sep  6, 2018 18:05:20.011237000 -03
Name: time, dtype: object";76268;4;0;76216;90;60;4577538;13;38084;0;0;1;1
683;80;"0    Sep  6, 2018 18:06:20.360161000 -03
Name: time, dtype: object";75614;8;0;75536;110;60;4538476;14;37759;0;0;1;1
684;81;"0    Sep  6, 2018 18:07:20.030936000 -03
Name: time, dtype: object";76252;6;0;76184;90;60;4576660;12;38079;0;0;1;1
685;82;"0    Sep  6, 2018 18:08:20.004510000 -03
Name: time, dtype: object";76298;10;0;76218;90;60;4579780;19;38080;0;0;1;1
686;83;"0    Sep  6, 2018 18:09:20.460037000 -03
Name: time, dtype: object";75630;8;0;75562;87;60;4539596;14;37756;0;0;1;1
687;84;"0    Sep  6, 2018 18:10:20.287645000 -03
Name: time, dtype: object";76252;12;0;76184;87;60;4576568;17;38074;0;0;1;1
688;85;"0    Sep  6, 2018 18:11:20.009548000 -03
Name: time, dtype: object";75914;10;0;75848;87;60;4556344;11;37918;0;0;1;1
689;86;"0    Sep  6, 2018 18:12:20.364315000 -03
Name: time, dtype: object";75602;8;0;75542;87;60;4537476;15;37756;0;0;1;1
690;87;"0    Sep  6, 2018 18:13:20.032206000 -03
Name: time, dtype: object";76268;12;0;76190;110;60;4577870;16;38076;0;0;1;1
691;88;"0    Sep  6, 2018 18:14:20.019407000 -03
Name: time, dtype: object";76296;10;0;76234;87;60;4579588;17;38074;0;0;1;1
692;89;"0    Sep  6, 2018 18:15:20.395361000 -03
Name: time, dtype: object";75636;8;0;75572;90;60;4539766;14;37760;0;0;1;1
693;90;"0    Sep  6, 2018 18:16:20.083449000 -03
Name: time, dtype: object";75948;6;0;75882;110;60;4558622;16;37921;0;0;1;1
694;91;"0    Sep  6, 2018 18:17:20.012401000 -03
Name: time, dtype: object";76328;4;0;76264;90;60;4581806;18;38081;0;0;1;1
695;92;"0    Sep  6, 2018 18:18:20.034274000 -03
Name: time, dtype: object";75990;12;0;75922;87;60;4561380;24;37915;0;0;1;1
696;93;"0    Sep  6, 2018 18:19:20.142842000 -03
Name: time, dtype: object";75940;6;0;75866;110;60;4558280;14;37922;0;0;1;1
697;94;"0    Sep  6, 2018 18:20:20.014547000 -03
Name: time, dtype: object";76282;16;0;76202;110;60;4579028;20;38086;0;0;1;1
698;95;"0    Sep  6, 2018 18:21:20.304262000 -03
Name: time, dtype: object";75662;8;0;75590;110;60;4541764;18;37763;0;0;1;1
699;96;"0    Sep  6, 2018 18:22:20.166202000 -03
Name: time, dtype: object";75968;6;0;75908;87;60;4559990;13;37919;0;0;1;1
700;97;"0    Sep  6, 2018 18:23:20.008387000 -03
Name: time, dtype: object";76244;10;0;76178;145;60;4576202;14;38078;0;0;1;1
701;98;"0    Sep  6, 2018 18:24:20.150155000 -03
Name: time, dtype: object";75658;14;0;75602;110;60;4541434;18;37759;0;0;1;1
702;99;"0    Sep  6, 2018 18:25:20.101525000 -03
Name: time, dtype: object";75916;10;0;75870;87;60;4556264;10;37911;0;0;1;1
703;100;"0    Sep  6, 2018 18:26:20.009933000 -03
Name: time, dtype: object";76276;10;0;76206;90;60;4578146;17;38088;0;0;1;1
704;101;"0    Sep  6, 2018 18:27:20.000020000 -03
Name: time, dtype: object";75900;14;0;75840;90;60;4555404;16;37910;0;0;1;1
705;102;"0    Sep  6, 2018 18:28:20.192750000 -03
Name: time, dtype: object";75948;4;0;75882;90;60;4558624;13;37915;0;0;1;1
706;103;"0    Sep  6, 2018 18:29:20.253070000 -03
Name: time, dtype: object";75674;10;0;75598;87;60;4542466;17;37759;0;0;1;1
707;104;"0    Sep  6, 2018 18:30:20.209929000 -03
Name: time, dtype: object";75970;14;0;75896;87;60;4560112;19;37921;0;0;1;1
708;105;"0    Sep  6, 2018 18:31:20.093808000 -03
Name: time, dtype: object";75930;12;0;75854;110;60;4557392;16;37917;0;0;1;1
709;106;"0    Sep  6, 2018 18:32:20.072655000 -03
Name: time, dtype: object";76052;8;0;75976;87;60;4564668;15;37970;0;0;1;1
710;107;"0    Sep  6, 2018 18:33:20.000014000 -03
Name: time, dtype: object";76138;8;0;76082;87;60;4569788;16;38014;0;0;1;1
711;108;"0    Sep  6, 2018 18:34:20.367634000 -03
Name: time, dtype: object";75620;6;0;75556;87;60;4538910;10;37760;0;0;1;1
712;109;"0    Sep  6, 2018 18:35:20.034152000 -03
Name: time, dtype: object";76252;6;0;76200;87;60;4576550;15;38075;0;0;1;1
713;110;"0    Sep  6, 2018 18:36:20.052983000 -03
Name: time, dtype: object";75998;2;0;75936;90;60;4561986;12;37918;0;0;1;1
714;111;"0    Sep  6, 2018 18:37:20.220317000 -03
Name: time, dtype: object";75940;4;0;75888;90;60;4557854;17;37920;0;0;1;1
715;112;"0    Sep  6, 2018 18:38:20.043118000 -03
Name: time, dtype: object";76324;20;0;76240;90;60;4581758;17;38084;0;0;1;1
716;113;"0    Sep  6, 2018 18:39:20.147041000 -03
Name: time, dtype: object";75968;10;0;75890;145;60;4560162;13;37922;0;0;1;1
717;114;"0    Sep  6, 2018 18:40:20.294463000 -03
Name: time, dtype: object";75630;6;0;75558;110;60;4539552;12;37762;0;0;1;1
718;115;"0    Sep  6, 2018 18:41:20.035652000 -03
Name: time, dtype: object";76554;4;0;76494;90;60;4594538;12;38235;0;0;1;1
719;116;"0    Sep  6, 2018 18:42:20.281576000 -03
Name: time, dtype: object";75942;10;0;75872;90;60;4558040;15;37924;0;0;1;1
720;117;"0    Sep  6, 2018 18:43:20.467811000 -03
Name: time, dtype: object";75586;6;0;75526;90;60;4536396;10;37752;0;0;1;1
721;118;"0    Sep  6, 2018 18:44:20.151617000 -03
Name: time, dtype: object";76284;10;0;76210;87;60;4578940;14;38076;0;0;1;1
722;119;"0    Sep  6, 2018 18:45:20.283919000 -03
Name: time, dtype: object";75940;6;0;75880;90;60;4557892;13;37915;0;0;1;1
723;120;"0    Sep  6, 2018 18:46:20.100149000 -03
Name: time, dtype: object";75962;10;0;75896;90;60;4559650;14;37924;0;0;1;1
724;121;"0    Sep  6, 2018 18:47:20.204499000 -03
Name: time, dtype: object";76266;10;0;76202;110;60;4577550;16;38077;0;0;1;1
725;122;"0    Sep  6, 2018 18:48:20.441534000 -03
Name: time, dtype: object";75632;14;0;75558;110;60;4539766;17;37761;0;0;1;1
726;123;"0    Sep  6, 2018 18:49:20.114651000 -03
Name: time, dtype: object";76006;10;0;75950;87;60;4562422;19;37917;0;0;1;1
727;124;"0    Sep  6, 2018 18:50:20.295491000 -03
Name: time, dtype: object";75990;12;0;75920;87;60;4561474;17;37919;0;0;1;1
728;125;"0    Sep  6, 2018 18:51:20.360395000 -03
Name: time, dtype: object";75602;8;0;75548;87;60;4537494;13;37761;0;0;1;1
729;126;"0    Sep  6, 2018 18:52:20.025561000 -03
Name: time, dtype: object";76230;12;0;76166;87;60;4575328;13;38072;0;0;1;1
730;127;"0    Sep  6, 2018 18:53:20.188683000 -03
Name: time, dtype: object";75918;10;0;75852;87;60;4556620;13;37918;0;0;1;1
731;128;"0    Sep  6, 2018 18:54:20.024245000 -03
Name: time, dtype: object";75954;2;0;75888;87;60;4558960;9;37918;0;0;1;1
732;129;"0    Sep  6, 2018 18:55:20.100907000 -03
Name: time, dtype: object";76282;14;0;76208;145;60;4578996;19;38072;0;0;1;1
733;130;"0    Sep  6, 2018 18:56:20.367237000 -03
Name: time, dtype: object";75594;8;0;75538;90;60;4537032;13;37757;0;0;1;1
734;131;"0    Sep  6, 2018 18:57:20.026923000 -03
Name: time, dtype: object";76294;12;0;76236;145;60;4579568;16;38081;0;0;1;1
735;132;"0    Sep  6, 2018 18:58:20.097616000 -03
Name: time, dtype: object";76246;16;0;76204;145;60;4576098;19;38084;0;0;1;1
736;133;"0    Sep  6, 2018 18:59:20.362455000 -03
Name: time, dtype: object";75606;10;0;75560;90;60;4537636;17;37759;0;0;1;1
737;134;"0    Sep  6, 2018 19:00:20.029408000 -03
Name: time, dtype: object";76280;10;0;76218;90;60;4578446;19;38087;0;0;1;1
738;135;"0    Sep  6, 2018 19:01:20.300505000 -03
Name: time, dtype: object";75912;14;0;75854;90;60;4555998;13;37924;0;0;1;1
739;136;"0    Sep  6, 2018 19:02:20.377690000 -03
Name: time, dtype: object";75612;16;0;75548;145;60;4538110;19;37763;0;0;1;1
740;137;"0    Sep  6, 2018 19:03:20.042892000 -03
Name: time, dtype: object";76248;18;0;76182;90;60;4576290;18;38082;0;0;1;1
741;138;"0    Sep  6, 2018 19:04:20.157579000 -03
Name: time, dtype: object";76262;14;0;76200;90;60;4577242;17;38074;0;0;1;1
742;139;"0    Sep  6, 2018 19:05:20.310995000 -03
Name: time, dtype: object";75650;10;0;75588;90;60;4540812;17;37757;0;0;1;1
743;140;"0    Sep  6, 2018 19:06:20.070644000 -03
Name: time, dtype: object";75982;12;0;75908;110;60;4561124;16;37920;0;0;1;1
744;141;"0    Sep  6, 2018 19:07:20.196582000 -03
Name: time, dtype: object";75936;8;0;75866;145;60;4557782;19;37917;0;0;1;1
745;142;"0    Sep  6, 2018 19:08:20.041944000 -03
Name: time, dtype: object";76236;10;0;76176;90;60;4575436;14;38082;0;0;1;1
746;143;"0    Sep  6, 2018 19:09:20.092911000 -03
Name: time, dtype: object";75918;12;0;75860;90;60;4556340;16;37916;0;0;1;1
747;144;"0    Sep  6, 2018 19:10:20.330544000 -03
Name: time, dtype: object";75706;6;0;75652;90;60;4543810;13;37803;0;0;1;1
748;145;"0    Sep  6, 2018 19:11:20.000046000 -03
Name: time, dtype: object";76462;4;0;76410;87;60;4588880;11;38196;0;0;1;1
749;146;"0    Sep  6, 2018 19:12:20.122133000 -03
Name: time, dtype: object";75922;12;0;75860;87;60;4556674;17;37914;0;0;1;1
750;147;"0    Sep  6, 2018 19:13:20.346132000 -03
Name: time, dtype: object";75650;14;0;75574;87;60;4540838;20;37759;0;0;1;1
751;148;"0    Sep  6, 2018 19:14:20.014415000 -03
Name: time, dtype: object";76594;22;0;76518;110;60;4597410;22;38236;0;0;1;1
752;149;"0    Sep  6, 2018 19:15:20.524932000 -03
Name: time, dtype: object";75624;12;0;75554;110;60;4539114;20;37760;0;0;1;1
753;150;"0    Sep  6, 2018 19:16:20.192916000 -03
Name: time, dtype: object";75984;10;0;75910;90;60;4560994;16;37921;0;0;1;1
754;151;"0    Sep  6, 2018 19:17:20.059240000 -03
Name: time, dtype: object";76252;2;0;76190;145;60;4576730;15;38082;0;0;1;1
755;152;"0    Sep  6, 2018 19:18:20.545224000 -03
Name: time, dtype: object";75620;4;0;75560;90;60;4538848;9;37762;0;0;1;1
756;153;"0    Sep  6, 2018 19:19:20.211116000 -03
Name: time, dtype: object";75928;4;0;75864;145;60;4557174;13;37923;0;0;1;1
757;154;"0    Sep  6, 2018 19:20:20.110131000 -03
Name: time, dtype: object";76234;10;0;76174;90;60;4575316;12;38081;0;0;1;1
758;155;"0    Sep  6, 2018 19:21:20.092337000 -03
Name: time, dtype: object";75972;8;0;75910;90;60;4560126;16;37922;0;0;1;1
759;156;"0    Sep  6, 2018 19:22:20.218700000 -03
Name: time, dtype: object";75960;6;0;75886;87;60;4559380;12;37920;0;0;1;1
760;157;"0    Sep  6, 2018 19:23:20.175147000 -03
Name: time, dtype: object";76262;10;0;76204;87;60;4577080;19;38077;0;0;1;1
761;158;"0    Sep  6, 2018 19:24:20.106852000 -03
Name: time, dtype: object";75942;16;0;75868;110;60;4558430;14;37922;0;0;1;1
762;159;"0    Sep  6, 2018 19:25:20.241440000 -03
Name: time, dtype: object";75920;6;0;75862;90;60;4556530;11;37923;0;0;1;1
763;160;"0    Sep  6, 2018 19:26:20.231584000 -03
Name: time, dtype: object";76284;8;0;76226;90;60;4578846;11;38086;0;0;1;1
764;161;"0    Sep  6, 2018 19:27:20.120784000 -03
Name: time, dtype: object";75950;2;0;75888;90;60;4558686;8;37922;0;0;1;1
765;162;"0    Sep  6, 2018 19:28:20.254340000 -03
Name: time, dtype: object";75916;8;0;75850;87;60;4556390;11;37916;0;0;1;1
